1,"Braund Mr. Owen Harris",0,S
444,"Reynaldo Ms. Encarnacion",1,S
445,"Johannesen-Bratthammer Mr. Bernt",1,S
446,"Dodge Master. Washington",1,S
447,"Mellinger Miss. Madeleine Violet",1,S
448,"Seward Mr. Frederic Kimber",1,S
449,"Baclini Miss. Marie Catherine",1,C
450,"Peuchen Major. Arthur Godfrey",1,S
451,"West Mr. Edwy Arthur",0,S
452,"Hagland Mr. Ingvald Olai Olsen",0,S
453,"Foreman Mr. Benjamin Laventall",0,C
454,"Goldenberg Mr. Samuel L",1,C
455,"Peduzzi Mr. Joseph",0,S
456,"Jalsevac Mr. Ivan",1,C
457,"Millet Mr. Francis Davis",0,S
458,"Kenyon Mrs. Frederick R (Marion)",1,S
459,"Toomey Miss. Ellen",1,S
460,"O'Connor Mr. Maurice",0,Q
461,"Anderson Mr. Harry",1,S
462,"Morley Mr. William",0,S
463,"Gee Mr. Arthur H",0,S
464,"Milling Mr. Jacob Christian",0,S
465,"Maisner Mr. Simon",0,S
466,"Goncalves Mr. Manuel Estanslas",0,S
467,"Campbell Mr. William",0,S
468,"Smart Mr. John Montgomery",0,S
469,"Scanlan Mr. James",0,Q
470,"Baclini Miss. Helene Barbara",1,C
471,"Keefe Mr. Arthur",0,S
472,"Cacic Mr. Luka",0,S
473,"West Mrs. Edwy Arthur (Ada Mary Worth)",1,S
474,"Jerwan Mrs. Amin S (Marie Marthe Thuillard)",1,C
475,"Strandberg Miss. Ida Sofia",0,S
476,"Clifford Mr. George Quincy",0,S
477,"Renouf Mr. Peter Henry",0,S
478,"Braund Mr. Lewis Richard",0,S
479,"Karlsson Mr. Nils August",0,S
480,"Hirvonen Miss. Hildur E",1,S
481,"Goodwin Master. Harold Victor",0,S
482,"Frost Mr. Anthony Wood ""Archie""",0,S
483,"Rouse Mr. Richard Henry",0,S
484,"Turkula Mrs. (Hedwig)",1,S
485,"Bishop Mr. Dickinson H",1,C
486,"Lefebre Miss. Jeannie",0,S
487,"Hoyt Mrs. Frederick Maxfield (Jane Anne Forby)",1,S
488,"Kent Mr. Edward Austin",0,C
489,"Somerton Mr. Francis William",0,S
490,"Coutts Master. Eden Leslie ""Neville""",1,S
491,"Hagland Mr. Konrad Mathias Reiersen",0,S
492,"Windelov Mr. Einar",0,S
493,"Molson Mr. Harry Markland",0,S
494,"Artagaveytia Mr. Ramon",0,C
495,"Stanley Mr. Edward Roland",0,S
496,"Yousseff Mr. Gerious",0,C
497,"Eustis Miss. Elizabeth Mussey",1,C
498,"Shellard Mr. Frederick William",0,S
499,"Allison Mrs. Hudson J C (Bessie Waldo Daniels)",0,S
500,"Svensson Mr. Olof",0,S
501,"Calic Mr. Petar",0,S
502,"Canavan Miss. Mary",0,Q
503,"O'Sullivan Miss. Bridget Mary",0,Q
504,"Laitinen Miss. Kristina Sofia",0,S
505,"Maioni Miss. Roberta",1,S
506,"Penasco y Castellana Mr. Victor de Satode",0,C
507,"Quick Mrs. Frederick Charles (Jane Richards)",1,S
508,"Bradley Mr. George (""George Arthur Brayton"")",1,S
509,"Olsen Mr. Henry Margido",0,S
510,"Lang Mr. Fang",1,S
511,"Daly Mr. Eugene Patrick",1,Q
512,"Webber Mr. James",0,S
513,"McGough Mr. James Robert",1,S
514,"Rothschild Mrs. Martin (Elizabeth L. Barrett)",1,C
515,"Coleff Mr. Satio",0,S
516,"Walker Mr. William Anderson",0,S
517,"Lemore Mrs. (Amelia Milley)",1,S
518,"Ryan Mr. Patrick",0,Q
519,"Angle Mrs. William A (Florence ""Mary"" Agnes Hughes)",1,S
520,"Pavlovic Mr. Stefo",0,S
521,"Perreault Miss. Anne",1,S
522,"Vovk Mr. Janko",0,S
523,"Lahoud Mr. Sarkis",0,C
524,"Hippach Mrs. Louis Albert (Ida Sophia Fischer)",1,C
525,"Kassem Mr. Fared",0,C
526,"Farrell Mr. James",0,Q
527,"Ridsdale Miss. Lucy",1,S
528,"Farthing Mr. John",0,S
529,"Salonen Mr. Johan Werner",0,S
530,"Hocking Mr. Richard George",0,S
531,"Quick Miss. Phyllis May",1,S
532,"Toufik Mr. Nakli",0,C
533,"Elias Mr. Joseph Jr",0,C
534,"Peter Mrs. Catherine (Catherine Rizk)",1,C
535,"Cacic Miss. Marija",0,S
536,"Hart Miss. Eva Miriam",1,S
537,"Butt Major. Archibald Willingham",0,S
538,"LeRoy Miss. Bertha",1,C
539,"Risien Mr. Samuel Beard",0,S
540,"Frolicher Miss. Hedwig Margaritha",1,C
541,"Crosby Miss. Harriet R",1,S
542,"Andersson Miss. Ingeborg Constanzia",0,S
543,"Andersson Miss. Sigrid Elisabeth",0,S
544,"Beane Mr. Edward",1,S
545,"Douglas Mr. Walter Donald",0,C
546,"Nicholson Mr. Arthur Ernest",0,S
547,"Beane Mrs. Edward (Ethel Clarke)",1,S
548,"Padro y Manent Mr. Julian",1,C
549,"Goldsmith Mr. Frank John",0,S
550,"Davies Master. John Morgan Jr",1,S
551,"Thayer Mr. John Borland Jr",1,C
552,"Sharp Mr. Percival James R",0,S
553,"O'Brien Mr. Timothy",0,Q
554,"Leeni Mr. Fahim (""Philip Zenni"")",1,C
555,"Ohman Miss. Velin",1,S
556,"Wright Mr. George",0,S
557,"Duff Gordon Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",1,C
558,"Robbins Mr. Victor",0,C
559,"Taussig Mrs. Emil (Tillie Mandelbaum)",1,S
560,"de Messemaeker Mrs. Guillaume Joseph (Emma)",1,S
561,"Morrow Mr. Thomas Rowan",0,Q
562,"Sivic Mr. Husein",0,S
563,"Norman Mr. Robert Douglas",0,S
564,"Simmons Mr. John",0,S
565,"Meanwell Miss. (Marion Ogden)",0,S
566,"Davies Mr. Alfred J",0,S
567,"Stoytcheff Mr. Ilia",0,S
568,"Palsson Mrs. Nils (Alma Cornelia Berglund)",0,S
569,"Doharr Mr. Tannous",0,C
570,"Jonsson Mr. Carl",1,S
571,"Harris Mr. George",1,S
572,"Appleton Mrs. Edward Dale (Charlotte Lamson)",1,S
573,"Flynn Mr. John Irwin (""Irving"")",1,S
574,"Kelly Miss. Mary",1,Q
575,"Rush Mr. Alfred George John",0,S
576,"Patchett Mr. George",0,S
577,"Garside Miss. Ethel",1,S
578,"Silvey Mrs. William Baird (Alice Munger)",1,S
579,"Caram Mrs. Joseph (Maria Elias)",0,C
580,"Jussila Mr. Eiriik",1,S
581,"Christy Miss. Julie Rachel",1,S
582,"Thayer Mrs. John Borland (Marian Longstreth Morris)",1,C
583,"Downton Mr. William James",0,S
584,"Ross Mr. John Hugo",0,C
585,"Paulner Mr. Uscher",0,C
586,"Taussig Miss. Ruth",1,S
587,"Jarvis Mr. John Denzil",0,S
588,"Frolicher-Stehli Mr. Maxmillian",1,C
589,"Gilinski Mr. Eliezer",0,S
590,"Murdlin Mr. Joseph",0,S
591,"Rintamaki Mr. Matti",0,S
592,"Stephenson Mrs. Walter Bertram (Martha Eustis)",1,C
593,"Elsbury Mr. William James",0,S
594,"Bourke Miss. Mary",0,Q
595,"Chapman Mr. John Henry",0,S
596,"Van Impe Mr. Jean Baptiste",0,S
597,"Leitch Miss. Jessie Wills",1,S
598,"Johnson Mr. Alfred",0,S
599,"Boulos Mr. Hanna",0,C
600,"Duff Gordon Sir. Cosmo Edmund (""Mr Morgan"")",1,C
601,"Jacobsohn Mrs. Sidney Samuel (Amy Frances Christy)",1,S
602,"Slabenoff Mr. Petco",0,S
603,"Harrington Mr. Charles H",0,S
604,"Torber Mr. Ernst William",0,S
605,"Homer Mr. Harry (""Mr E Haven"")",1,C
606,"Lindell Mr. Edvard Bengtsson",0,S
607,"Karaic Mr. Milan",0,S
608,"Daniel Mr. Robert Williams",1,S
609,"Laroche Mrs. Joseph (Juliette Marie Louise Lafargue)",1,C
610,"Shutes Miss. Elizabeth W",1,S
611,"Andersson Mrs. Anders Johan (Alfrida Konstantia Brogren)",0,S
612,"Jardin Mr. Jose Neto",0,S
613,"Murphy Miss. Margaret Jane",1,Q
614,"Horgan Mr. John",0,Q
615,"Brocklebank Mr. William Alfred",0,S
616,"Herman Miss. Alice",1,S
617,"Danbom Mr. Ernst Gilbert",0,S
618,"Lobb Mrs. William Arthur (Cordelia K Stanlick)",0,S
619,"Becker Miss. Marion Louise",1,S
620,"Gavey Mr. Lawrence",0,S
621,"Yasbeck Mr. Antoni",0,C
622,"Kimball Mr. Edwin Nelson Jr",1,S
623,"Nakid Mr. Sahid",1,C
624,"Hansen Mr. Henry Damsgaard",0,S
625,"Bowen Mr. David John ""Dai""",0,S
626,"Sutton Mr. Frederick",0,S
627,"Kirkland Rev. Charles Leonard",0,Q
628,"Longley Miss. Gretchen Fiske",1,S
629,"Bostandyeff Mr. Guentcho",0,S
630,"O'Connell Mr. Patrick D",0,Q
631,"Barkworth Mr. Algernon Henry Wilson",1,S
632,"Lundahl Mr. Johan Svensson",0,S
633,"Stahelin-Maeglin Dr. Max",1,C
634,"Parr Mr. William Henry Marsh",0,S
635,"Skoog Miss. Mabel",0,S
636,"Davis Miss. Mary",1,S
637,"Leinonen Mr. Antti Gustaf",0,S
638,"Collyer Mr. Harvey",0,S
639,"Panula Mrs. Juha (Maria Emilia Ojala)",0,S
640,"Thorneycroft Mr. Percival",0,S
641,"Jensen Mr. Hans Peder",0,S
642,"Sagesser Mlle. Emma",1,C
643,"Skoog Miss. Margit Elizabeth",0,S
644,"Foo Mr. Choong",1,S
645,"Baclini Miss. Eugenie",1,C
646,"Harper Mr. Henry Sleeper",1,C
647,"Cor Mr. Liudevit",0,S
648,"Simonius-Blumer Col. Oberst Alfons",1,C
649,"Willey Mr. Edward",0,S
650,"Stanley Miss. Amy Zillah Elsie",1,S
651,"Mitkoff Mr. Mito",0,S
652,"Doling Miss. Elsie",1,S
653,"Kalvik Mr. Johannes Halvorsen",0,S
654,"O'Leary Miss. Hanora ""Norah""",1,Q
655,"Hegarty Miss. Hanora ""Nora""",0,Q
656,"Hickman Mr. Leonard Mark",0,S
657,"Radeff Mr. Alexander",0,S
658,"Bourke Mrs. John (Catherine)",0,Q
659,"Eitemiller Mr. George Floyd",0,S
660,"Newell Mr. Arthur Webster",0,C
661,"Frauenthal Dr. Henry William",1,S
662,"Badt Mr. Mohamed",0,C
663,"Colley Mr. Edward Pomeroy",0,S
664,"Coleff Mr. Peju",0,S
665,"Lindqvist Mr. Eino William",1,S
666,"Hickman Mr. Lewis",0,S
667,"Butler Mr. Reginald Fenton",0,S
668,"Rommetvedt Mr. Knud Paust",0,S
669,"Cook Mr. Jacob",0,S
670,"Taylor Mrs. Elmer Zebley (Juliet Cummins Wright)",1,S
671,"Brown Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",1,S
672,"Davidson Mr. Thornton",0,S
673,"Mitchell Mr. Henry Michael",0,S
674,"Wilhelms Mr. Charles",1,S
675,"Watson Mr. Ennis Hastings",0,S
676,"Edvardsson Mr. Gustaf Hjalmar",0,S
677,"Sawyer Mr. Frederick Charles",0,S
678,"Turja Miss. Anna Sofia",1,S
679,"Goodwin Mrs. Frederick (Augusta Tyler)",0,S
680,"Cardeza Mr. Thomas Drake Martinez",1,C
681,"Peters Miss. Katie",0,Q
682,"Hassab Mr. Hammad",1,C
683,"Olsvigen Mr. Thor Anderson",0,S
684,"Goodwin Mr. Charles Edward",0,S
685,"Brown Mr. Thomas William Solomon",0,S
686,"Laroche Mr. Joseph Philippe Lemercier",0,C
687,"Panula Mr. Jaako Arnold",0,S
688,"Dakic Mr. Branko",0,S
689,"Fischer Mr. Eberhard Thelander",0,S
690,"Madill Miss. Georgette Alexandra",1,S
691,"Dick Mr. Albert Adrian",1,S
692,"Karun Miss. Manca",1,C
693,"Lam Mr. Ali",1,S
694,"Saad Mr. Khalil",0,C
695,"Weir Col. John",0,S
696,"Chapman Mr. Charles Henry",0,S
697,"Kelly Mr. James",0,S
698,"Mullens Miss. Katherine ""Katie""",1,Q
699,"Thayer Mr. John Borland",0,C
700,"Humblen Mr. Adolf Mathias Nicolai Olsen",0,S
701,"Astor Mrs. John Jacob (Madeleine Talmadge Force)",1,C
702,"Silverthorne Mr. Spencer Victor",1,S
703,"Barbara Miss. Saiide",0,C
704,"Gallagher Mr. Martin",0,Q
705,"Hansen Mr. Henrik Juul",0,S
706,"Morley Mr. Henry Samuel (""Mr Henry Marshall"")",0,S
707,"Kelly Mrs. Florence ""Fannie""",1,S
708,"Calderhead Mr. Edward Pennington",1,S
709,"Cleaver Miss. Alice",1,S
710,"Moubarek Master. Halim Gonios (""William George"")",1,C
711,"Mayne Mlle. Berthe Antonine (""Mrs de Villiers"")",1,C
712,"Klaber Mr. Herman",0,S
713,"Taylor Mr. Elmer Zebley",1,S
714,"Larsson Mr. August Viktor",0,S
715,"Greenberg Mr. Samuel",0,S
716,"Soholt Mr. Peter Andreas Lauritz Andersen",0,S
717,"Endres Miss. Caroline Louise",1,C
718,"Troutt Miss. Edwina Celia ""Winnie""",1,S
719,"McEvoy Mr. Michael",0,Q
720,"Johnson Mr. Malkolm Joackim",0,S
721,"Harper Miss. Annie Jessie ""Nina""",1,S
722,"Jensen Mr. Svend Lauritz",0,S
723,"Gillespie Mr. William Henry",0,S
724,"Hodges Mr. Henry Price",0,S
725,"Chambers Mr. Norman Campbell",1,S
726,"Oreskovic Mr. Luka",0,S
727,"Renouf Mrs. Peter Henry (Lillian Jefferys)",1,S
728,"Mannion Miss. Margareth",1,Q
729,"Bryhl Mr. Kurt Arnold Gottfrid",0,S
730,"Ilmakangas Miss. Pieta Sofia",0,S
731,"Allen Miss. Elisabeth Walton",1,S
732,"Hassan Mr. Houssein G N",0,C
733,"Knight Mr. Robert J",0,S
734,"Berriman Mr. William John",0,S
735,"Troupiansky Mr. Moses Aaron",0,S
736,"Williams Mr. Leslie",0,S
737,"Ford Mrs. Edward (Margaret Ann Watson)",0,S
738,"Lesurer Mr. Gustave J",1,C
739,"Ivanoff Mr. Kanio",0,S
740,"Nankoff Mr. Minko",0,S
741,"Hawksford Mr. Walter James",1,S
742,"Cavendish Mr. Tyrell William",0,S
743,"Ryerson Miss. Susan Parker ""Suzette""",1,C
744,"McNamee Mr. Neal",0,S
745,"Stranden Mr. Juho",1,S
746,"Crosby Capt. Edward Gifford",0,S
747,"Abbott Mr. Rossmore Edward",0,S
748,"Sinkkonen Miss. Anna",1,S
749,"Marvin Mr. Daniel Warner",0,S
750,"Connaghton Mr. Michael",0,Q
751,"Wells Miss. Joan",1,S
752,"Moor Master. Meier",1,S
753,"Vande Velde Mr. Johannes Joseph",0,S
754,"Jonkoff Mr. Lalio",0,S
755,"Herman Mrs. Samuel (Jane Laver)",1,S
756,"Hamalainen Master. Viljo",1,S
757,"Carlsson Mr. August Sigfrid",0,S
758,"Bailey Mr. Percy Andrew",0,S
759,"Theobald Mr. Thomas Leonard",0,S
760,"Rothes the Countess. of (Lucy Noel Martha Dyer-Edwards)",1,S
761,"Garfirth Mr. John",0,S
762,"Nirva Mr. Iisakki Antino Aijo",0,S
763,"Barah Mr. Hanna Assi",1,C
764,"Carter Mrs. William Ernest (Lucile Polk)",1,S
765,"Eklund Mr. Hans Linus",0,S
766,"Hogeboom Mrs. John C (Anna Andrews)",1,S
767,"Brewe Dr. Arthur Jackson",0,C
768,"Mangan Miss. Mary",0,Q
769,"Moran Mr. Daniel J",0,Q
770,"Gronnestad Mr. Daniel Danielsen",0,S
771,"Lievens Mr. Rene Aime",0,S
772,"Jensen Mr. Niels Peder",0,S
773,"Mack Mrs. (Mary)",0,S
774,"Elias Mr. Dibo",0,C
775,"Hocking Mrs. Elizabeth (Eliza Needs)",1,S
776,"Myhrman Mr. Pehr Fabian Oliver Malkolm",0,S
777,"Tobin Mr. Roger",0,Q
778,"Emanuel Miss. Virginia Ethel",1,S
779,"Kilgannon Mr. Thomas J",0,Q
780,"Robert Mrs. Edward Scott (Elisabeth Walton McMillan)",1,S
781,"Ayoub Miss. Banoura",1,C
782,"Dick Mrs. Albert Adrian (Vera Gillespie)",1,S
783,"Long Mr. Milton Clyde",0,S
784,"Johnston Mr. Andrew G",0,S
785,"Ali Mr. William",0,S
786,"Harmer Mr. Abraham (David Lishin)",0,S
787,"Sjoblom Miss. Anna Sofia",1,S
788,"Rice Master. George Hugh",0,Q
789,"Dean Master. Bertram Vere",1,S
790,"Guggenheim Mr. Benjamin",0,C
791,"Keane Mr. Andrew ""Andy""",0,Q
792,"Gaskell Mr. Alfred",0,S
793,"Sage Miss. Stella Anna",0,S
794,"Hoyt Mr. William Fisher",0,C
795,"Dantcheff Mr. Ristiu",0,S
796,"Otter Mr. Richard",0,S
797,"Leader Dr. Alice (Farnham)",1,S
798,"Osman Mrs. Mara",1,S
799,"Ibrahim Shawah Mr. Yousseff",0,C
800,"Van Impe Mrs. Jean Baptiste (Rosalie Paula Govaert)",0,S
801,"Ponesell Mr. Martin",0,S
802,"Collyer Mrs. Harvey (Charlotte Annie Tate)",1,S
803,"Carter Master. William Thornton II",1,S
804,"Thomas Master. Assad Alexander",1,C
805,"Hedman Mr. Oskar Arvid",1,S
806,"Johansson Mr. Karl Johan",0,S
807,"Andrews Mr. Thomas Jr",0,S
808,"Pettersson Miss. Ellen Natalia",0,S
809,"Meyer Mr. August",0,S
810,"Chambers Mrs. Norman Campbell (Bertha Griggs)",1,S
811,"Alexander Mr. William",0,S
812,"Lester Mr. James",0,S
813,"Slemen Mr. Richard James",0,S
814,"Andersson Miss. Ebba Iris Alfrida",0,S
815,"Tomlin Mr. Ernest Portage",0,S
816,"Fry Mr. Richard",0,S
817,"Heininen Miss. Wendla Maria",0,S
818,"Mallet Mr. Albert",0,C
819,"Holm Mr. John Fredrik Alexander",0,S
820,"Skoog Master. Karl Thorsten",0,S
821,"Hays Mrs. Charles Melville (Clara Jennings Gregg)",1,S
822,"Lulic Mr. Nikola",1,S
823,"Reuchlin Jonkheer. John George",0,S
824,"Moor Mrs. (Beila)",1,S
825,"Panula Master. Urho Abraham",0,S
826,"Flynn Mr. John",0,Q
827,"Lam Mr. Len",0,S
828,"Mallet Master. Andre",1,C
829,"McCormack Mr. Thomas Joseph",1,Q
830,"Stone Mrs. George Nelson (Martha Evelyn)",1,
831,"Yasbeck Mrs. Antoni (Selini Alexander)",1,C
832,"Richards Master. George Sibley",1,S
833,"Saad Mr. Amin",0,C
834,"Augustsson Mr. Albert",0,S
835,"Allum Mr. Owen George",0,S
836,"Compton Miss. Sara Rebecca",1,C
837,"Pasic Mr. Jakob",0,S
838,"Sirota Mr. Maurice",0,S
839,"Chip Mr. Chang",1,S
840,"Marechal Mr. Pierre",1,C
841,"Alhomaki Mr. Ilmari Rudolf",0,S
842,"Mudd Mr. Thomas Charles",0,S
843,"Serepeca Miss. Augusta",1,C
844,"Lemberopolous Mr. Peter L",0,C
845,"Culumovic Mr. Jeso",0,S
846,"Abbing Mr. Anthony",0,S
847,"Sage Mr. Douglas Bullen",0,S
848,"Markoff Mr. Marin",0,C
849,"Harper Rev. John",0,S
850,"Goldenberg Mrs. Samuel L (Edwiga Grabowska)",1,C
851,"Andersson Master. Sigvard Harald Elias",0,S
852,"Svensson Mr. Johan",0,S
853,"Boulos Miss. Nourelain",0,C
854,"Lines Miss. Mary Conover",1,S
855,"Carter Mrs. Ernest Courtenay (Lilian Hughes)",0,S
856,"Aks Mrs. Sam (Leah Rosen)",1,S
857,"Wick Mrs. George Dennick (Mary Hitchcock)",1,S
858,"Daly Mr. Peter Denis ",1,S
859,"Baclini Mrs. Solomon (Latifa Qurban)",1,C
860,"Razi Mr. Raihed",0,C
861,"Hansen Mr. Claus Peter",0,S
862,"Giles Mr. Frederick Edward",0,S
863,"Swift Mrs. Frederick Joel (Margaret Welles Barron)",1,S
864,"Sage Miss. Dorothy Edith ""Dolly""",0,S
865,"Gill Mr. John William",0,S
866,"Bystrom Mrs. (Karolina)",1,S
867,"Duran y More Miss. Asuncion",1,C
868,"Roebling Mr. Washington Augustus II",0,S
869,"van Melkebeke Mr. Philemon",0,S
870,"Johnson Master. Harold Theodor",1,S
871,"Balkic Mr. Cerin",0,S
872,"Beckwith Mrs. Richard Leonard (Sallie Monypeny)",1,S
873,"Carlsson Mr. Frans Olof",0,S
874,"Vander Cruyssen Mr. Victor",0,S
875,"Abelson Mrs. Samuel (Hannah Wizosky)",1,C
876,"Najib Miss. Adele Kiamie ""Jane""",1,C
877,"Gustafsson Mr. Alfred Ossian",0,S
878,"Petroff Mr. Nedelio",0,S
879,"Laleff Mr. Kristo",0,S
880,"Potter Mrs. Thomas Jr (Lily Alexenia Wilson)",1,C
881,"Shelley Mrs. William (Imanita Parrish Hall)",1,S
882,"Markun Mr. Johann",0,S
883,"Dahlberg Miss. Gerda Ulrika",0,S
884,"Banfield Mr. Frederick James",0,S
885,"Sutehall Mr. Henry Jr",0,S
886,"Rice Mrs. William (Margaret Norton)",0,Q
887,"Montvila Rev. Juozas",0,S
888,"Graham Miss. Margaret Edith",1,S
889,"Johnston Miss. Catherine Helen ""Carrie""",0,S
890,"Behr Mr. Karl Howell",1,C
891,"Dooley Mr. Patrick",0,Q
